id,text,category,source,is_favorite,created_at,scheduled_date,user_id,theme,ordre
042332a3-0e64-4fb3-a35a-956b4aad12b6,"الومضة رقم 391: عرش الشيطان
روي عن الإمام الصادق (ع) - في جواب من ادعى أن أبا منصور رُفع إلى ربه ، وتمسّح على رأسه - أنه قال : حدثني أبي عن جدي أن رسول الله (ص) قال : {إن إبليس اتخذ عرشاً فيما بين السماء والأرض ، واتخذ زبانية بعدد الملائكة ، فإذا دعا رجلا فأجابه ، وطئ عقبه وتخطت إليه الأقدام ، تراءى له إبليس ورفع إليه ، وإن أبا منصور كان رسول إبليس }البحار -ج25 ص 282 ..إن هذا الحديث لمن نوادر الخبر في مجال ( تلبيس ) إبليس ، إذ أنه يفسر حالة العروج الكاذب والدعاوى الزائفة التي تضج بها بعض كتب المنحرفين عن جادة الحق ، وذلك في مجال التهذيب والسلوك ..إضافةً إلى دلالته على خطورة ( التصدي ) لبعض المقامات من دون استحقاق علمي وعملي ، فرغبة الشيطان في إمامة هؤلاء للخلق قد أشير إليها بقوله (ع): { وطئ عقبه }..وأخيراً ينبغي الالتفات إلى سعة ( كيد ) الشيطان وخفاء مكره ، يصل إلى حد تزييف عناصر عالم الملكوت ، والتشبه بالرب عرشاً وملائكةً ووحياً .",thoughts,الومضات #إيمان,false,2025-03-06,2025-06-26,e2841233-397e-4ade-9351-0c71de3aebd4,,
04513f50-8fe1-4581-b7fa-6476473c8ce6,"الومضة رقم 186: خدمة القلوب
إن من أعظم سبل إرضاء الحق هو العمل الذي ينعكس أثره على ( القلوب ) ، إذ أنها محل معرفته ، ومستودع حـبّه ..فتفريج الكرب عنها ، أو إدخال السرور عليها ، أو دلالتها على الهدى ، أو تخليصها من الهـمّ والغم ، كل ذلك مما يوجب سرور الحق وأوليائه كما تشهد به الروايات ..وكلما ( قرب ) هذا القلب من الحق ، كلما ( عُظم ) ذلك السرور عند الحق المتعال ، وبالتالي عظمت الآثار المترتبة على ذلك السرور من الجزاء الذي لا يعلمه غيره ، لأنه من العطاء بغير حساب ..بل يستفاد من بعض الأخبار ، ترتّب الآثار حتى على إدخال السرور على كل ذي كبد رطبة - ولو من البهائم - بإرواء عطشه ، فكيف الأمر بقلوب الصالحين من عباده ؟! .",thoughts,الومضات #سعادة,false,2025-03-06,2025-05-05,e2841233-397e-4ade-9351-0c71de3aebd4,,
04d13b47-147d-48ff-bcc4-b89152185468,"الومضة رقم 69: التفكير في الشهوات 
إن التفكير في الشهوات - بإحضار صورها الذهنية - قد تظهر آثاره على البدن ، فيكون كمن مارس الشهوة فعلا يصل إلى حد الجنابة أحيانا ..فإذا كان الأمر كذلك في الأمور ( السافلة ) ، فكيف بالتفكير المعمق فيما يختص بالأمور ( العالية ) من المبدأ والمعاد ؟..أولا يُرجى بسببه عروج صاحبه - في عالم الواقع لا الخيال - ليظهر آثار هذا التفكير حتى على البدن ..وقد أشار القرآن الكريم إلى بعض هذه الآثار بقوله: { تقشعر منه جلود الذين يخشون ربهم ثمَّ تلين }و{تولَّوا وأعينهم تفيض من الدمع حزنا } ، أضف إلى وجل القلوب وخشوعها ..بل يصل الأمر إلى حالة الصعق الذي انتاب موسى (ع) عند التجلّي ، وكان لإبراهيم أزيز كأزيز المرجل ، ناهيك عن حالات الرسول (ص) عند نزول الوحي ، وحالات وصيه (ع) أثناء القيام بين يدي المولى جل ذكره . ",thoughts,الومضات #إيمان # حب,false,2025-03-06,2025-03-27,e2841233-397e-4ade-9351-0c71de3aebd4,,
04e30a93-c44a-4d84-9ad4-4ca34f874f1b,"الومضة رقم 142: مراحل الاستيلاء
إن للشيطان مراحل في الاستيلاء على ممـلكة الإنسان ، الأولى: وهي مرحلة ( الدعوة ) المجردة ، نفـثا في الصدور ، وتحريكا للشهوات من خلال أعوانه ، وقد قال تعالى: { وما كان لي عليكم من سلطان إلا أن دعوتكم فاستجبتم لي }..فإذا رأى تكررا في الاستجابة ، انتقل إلى المرحلة الثانية: وهي مرحلة ( الولاية ) ، وقد قال سبحانه: { أولياؤهم الطاغوت}..وأخيراً يصـل الأمر إلى حيث يفقد العبد سيطرته على نفسه في المرحلة الثالثة: وهي مرحلة ( التحكّم ) المطلق ، إذ{ يتخبطه الشيطان من المس }.",thoughts,الومضات #إيمان,false,2025-03-06,2025-04-21,e2841233-397e-4ade-9351-0c71de3aebd4,,
055e2cfd-a21a-409f-ad4f-f4a863c56d9e,﴿ما يَفعَلُ اللَّهُ بِعَذابِكُم إِن شَكَرتُم وَآمَنتُم وَكانَ اللَّهُ شاكِرًا عَليمًا﴾ [النساء: ١٤٧],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-03-22,e2841233-397e-4ade-9351-0c71de3aebd4,,
05771183-c579-4301-bcd8-5d2a8133a4a4,     الْوَكِيلُ الكفيل بالخلق القائم بأمورهم، من توكل عليك توليته وكفيته، ومن استغنى بك أغنيته وأرضيته.,hadiths,أسماء الله الحسنى #حكمة,false,2025-03-06,2025-04-23,e2841233-397e-4ade-9351-0c71de3aebd4,,
0594f403-0f86-4f65-8fdf-efe4aa1f1140,"الومضة رقم 386: نور القرآن
يطلب العبد من ربه - في دعاء زمان الغيبة - أن يريه الحق نور القرآن سرمداً ..إذ لا شك أن للقرآن نوراً يهدي الله به من يشاء من عباده ، وهو نور محجوب عمن لم يرد الحق أن يهديه ، لخلل في العبد نفسه ..والدليل على ذلك ، هو ( إنفكاك ) هذا النور- في حالات كثيرة - عمن حفظ القرآن بألفاظه ، بل وعى كثيراً من معانيه ، بل فسر كثيراً من لطائفه كتفاسير المنحرفين عن منهج أهل البيت (ع) ..والشاهد على إنفكاك ذلك النور عنهم أمران ، الأول: وهو ( بقاؤهم ) في الظلمات المستلزم للحَـجْب عن كثير من المعارف الواضحة ، والثاني: وهو ( التعمد ) في المخالفة العملية لصريح القرآن الكريم ، الذي حفظوا رسومه بل فسروا كثيراً من معانيه ..ومن خصائص هذا النور إنارة الطريق بوضوح ، مما يهيـئ العبد للسير الحثيث في سبيل طاعة الحق ، ومن هنا كلما زادت تلاوته له ، كلما زادته إيماناً راسخاً في القلب ، لا علماً مجرداً في الذهن .",thoughts,الومضات #إيمان,false,2025-03-06,2025-06-25,e2841233-397e-4ade-9351-0c71de3aebd4,,
0615ccc1-0310-458e-abda-a511c2969cd2,     الْبَصِير ترى الأشياء كلها ظاهرها وباطنها، أنت المحيط بكل شيء علمًا.,hadiths,أسماء الله الحسنى #حكمة,false,2025-03-06,2025-03-18,e2841233-397e-4ade-9351-0c71de3aebd4,,
067219c8-e396-4cd7-ba48-6c857b373f78,عن عائشة رضي الله عنها قالت: (كان النبي صلى الله عليه وسلم يذكر الله على كل أحيانه) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-07-16,e2841233-397e-4ade-9351-0c71de3aebd4,,
068364d4-861f-496a-b0e4-2f2234aa3cb1,﴿مَن كانَ يُريدُ العاجِلَةَ عَجَّلنا لَهُ فيها ما نَشاءُ لِمَن نُريدُ ثُمَّ جَعَلنا لَهُ جَهَنَّمَ يَصلاها مَذمومًا مَدحورًا ۝ وَمَن أَرادَ الآخِرَةَ وَسَعى لَها سَعيَها وَهُوَ مُؤمِنٌ فَأُولئِكَ كانَ سَعيُهُم مَشكورًا ۝ كُلًّا نُمِدُّ هؤُلاءِ وَهؤُلاءِ مِن عَطاءِ رَبِّكَ وَما كانَ عَطاءُ رَبِّكَ مَحظورًا ۝ انظُر كَيفَ فَضَّلنا بَعضَهُم عَلى بَعضٍ وَلَلآخِرَةُ أَكبَرُ دَرَجاتٍ وَأَكبَرُ تَفضيلًا ۝ لا تَجعَل مَعَ اللَّهِ إِلهًا آخَرَ فَتَقعُدَ مَذمومًا مَخذولًا ۝ وَقَضى رَبُّكَ أَلّا تَعبُدوا إِلّا إِيّاهُ وَبِالوالِدَينِ إِحسانًا إِمّا يَبلُغَنَّ عِندَكَ الكِبَرَ أَحَدُهُما أَو كِلاهُما فَلا تَقُل لَهُما أُفٍّ وَلا تَنهَرهُما وَقُل لَهُما قَولًا كَريمًا ۝ وَاخفِض لَهُما جَناحَ الذُّلِّ مِنَ الرَّحمَةِ وَقُل رَبِّ ارحَمهُما كَما رَبَّياني صَغيرًا ۝ رَبُّكُم أَعلَمُ بِما في نُفوسِكُم إِن تَكونوا صالِحينَ فَإِنَّهُ كانَ لِلأَوّابينَ غَفورًا ۝ وَآتِ ذَا القُربى حَقَّهُ وَالمِسكينَ وَابنَ السَّبيلِ وَلا تُبَذِّر تَبذيرًا ۝ إِنَّ المُبَذِّرينَ كانوا إِخوانَ الشَّياطينِ وَكانَ الشَّيطانُ لِرَبِّهِ كَفورًا ۝ وَإِمّا تُعرِضَنَّ عَنهُمُ ابتِغاءَ رَحمَةٍ مِن رَبِّكَ تَرجوها فَقُل لَهُم قَولًا مَيسورًا ۝ وَلا تَجعَل يَدَكَ مَغلولَةً إِلى عُنُقِكَ وَلا تَبسُطها كُلَّ البَسطِ فَتَقعُدَ مَلومًا مَحسورًا ۝ إِنَّ رَبَّكَ يَبسُطُ الرِّزقَ لِمَن يَشاءُ وَيَقدِرُ إِنَّهُ كانَ بِعِبادِهِ خَبيرًا بَصيرًا ۝ وَلا تَقتُلوا أَولادَكُم خَشيَةَ إِملاقٍ نَحنُ نَرزُقُهُم وَإِيّاكُم إِنَّ قَتلَهُم كانَ خِطئًا كَبيرًا ۝ وَلا تَقرَبُوا الزِّنا إِنَّهُ كانَ فاحِشَةً وَساءَ سَبيلًا ۝ وَلا تَقتُلُوا النَّفسَ الَّتي حَرَّمَ اللَّهُ إِلّا بِالحَقِّ وَمَن قُتِلَ مَظلومًا فَقَد جَعَلنا لِوَلِيِّهِ سُلطانًا فَلا يُسرِف فِي القَتلِ إِنَّهُ كانَ مَنصورًا ۝ وَلا تَقرَبوا مالَ اليَتيمِ إِلّا بِالَّتي هِيَ أَحسَنُ حَتّى يَبلُغَ أَشُدَّهُ وَأَوفوا بِالعَهدِ إِنَّ العَهدَ كانَ مَسئولًا ۝ وَأَوفُوا الكَيلَ إِذا كِلتُم وَزِنوا بِالقِسطاسِ المُستَقيمِ ذلِكَ خَيرٌ وَأَحسَنُ تَأويلًا ۝ وَلا تَقفُ ما لَيسَ لَكَ بِهِ عِلمٌ إِنَّ السَّمعَ وَالبَصَرَ وَالفُؤادَ كُلُّ أُولئِكَ كانَ عَنهُ مَسئولًا ۝ وَلا تَمشِ فِي الأَرضِ مَرَحًا إِنَّكَ لَن تَخرِقَ الأَرضَ وَلَن تَبلُغَ الجِبالَ طولًا ۝ كُلُّ ذلِكَ كانَ سَيِّئُهُ عِندَ رَبِّكَ مَكروهًا ۝ ذلِكَ مِمّا أَوحى إِلَيكَ رَبُّكَ مِنَ الحِكمَةِ وَلا تَجعَل مَعَ اللَّهِ إِلهًا آخَرَ فَتُلقى في جَهَنَّمَ مَلومًا مَدحورًا﴾ [الإسراء: ١٨-٣٩],verses,القرآن الكريم #إيمان,false,2025-03-06,2025-08-12,e2841233-397e-4ade-9351-0c71de3aebd4,,
06b6b1c5-464c-4dbf-9d03-d5eb50249175,عن عبدالله بن عمر رضي الله عنهما أن رسول الله صلى الله عليه وسلم قال: (خالفوا المشركين: وفِّروا اللحى، وأحفوا الشوارب) رواه البخاري ومسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-07-28,e2841233-397e-4ade-9351-0c71de3aebd4,,
06bc88c7-b537-4083-91b1-0bd55abd48e0,"الومضة رقم 178: مقدم الوفد
ينبغي على إمام الجماعة - وهو مقدم الوفد إلى الله تعالى - أن يلتفت إلى قصده في التقدم أمام الوفد الذي يواجه رب العزة والجلال ، فهو وإن كان إماما في صلاته ، إلا أن عليه أن لا يلحظ المأمومين في إمامته ، وذلك بعدم الاكتراث بكثرتهم ، وعدم الاعتناء بمتابعتهم له ، بل يفترض نفسه وحيدا في صلاته ، منفردا ( حكماً ) وإن كان إماماً ( موضوعاً ) ..ومن المعلوم أن مجموع هذه المشاعر ، أدعى إلى تحقق قصد القربة منه .",thoughts,الومضات #إيمان # حكمة # شك (ثقة),false,2025-03-06,2025-05-03,e2841233-397e-4ade-9351-0c71de3aebd4,,
07380679-4cd0-4329-ba4a-0ebd0c82e717,عن أبي هريرة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال: (إن لله تسعة وتسعين اسما مائة إلا واحدا، من أحصاها دخل الجنة) رواه البخاري ومسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-03-14,e2841233-397e-4ade-9351-0c71de3aebd4,,
0775f7af-0733-4af8-8390-a16618b63cb3,﴿ما أَصابَكَ مِن حَسَنَةٍ فَمِنَ اللَّهِ وَما أَصابَكَ مِن سَيِّئَةٍ فَمِن نَفسِكَ وَأَرسَلناكَ لِلنّاسِ رَسولًا وَكَفى بِاللَّهِ شَهيدًا﴾ [النساء: ٧٩],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-03-17,e2841233-397e-4ade-9351-0c71de3aebd4,,
0784a6a2-a6cc-4de5-81e7-74a88feb2a0e,عن أبي هريرة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال: (من حمل علينا السلاح فليس منا، ومن غشنا فليس منا) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-04-12,e2841233-397e-4ade-9351-0c71de3aebd4,,
07e10cdc-1979-46a1-b287-f7d6e7979193,عن أم المؤمنين عائشة رضي الله عنها عن النبي صلى الله عليه وسلم قال: (إن الرفق لا يكون في شيء إلا زانه، ولا يُنزع من شيء إلا شانه) رواه مسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-05-19,e2841233-397e-4ade-9351-0c71de3aebd4,,
08440707-0a07-4023-bbce-5ed906336bc8,عن عبدالله بن عمر رضي الله عنه أن رسول الله صلى الله عليه وسلم قال: (لا حسد إلا في اثنتين: رجل آتاه الله القرآن فهو يقوم به آناء الليل وآناء النهار، ورجل آتاه الله مالاً فهو ينفقه آناء الليل وآناء النهار) رواه البخاري ومسلم,hadiths,الأحاديث القصار #إيمان,false,2025-03-06,2025-03-22,e2841233-397e-4ade-9351-0c71de3aebd4,,
08567de2-7ade-4c22-8a56-de3606ec54e5,﴿مَن يَشفَع شَفاعَةً حَسَنَةً يَكُن لَهُ نَصيبٌ مِنها وَمَن يَشفَع شَفاعَةً سَيِّئَةً يَكُن لَهُ كِفلٌ مِنها وَكانَ اللَّهُ عَلى كُلِّ شَيءٍ مُقيتًا﴾ [النساء: ٨٥],verses,القرآن الكريم #حكمة,false,2025-03-06,2025-07-09,e2841233-397e-4ade-9351-0c71de3aebd4,,
087efd0d-dd76-43a2-9911-c40c0488ca32,     الْعَلِيُّ الرفيع القدر فلا يحيط بك وصف الواصفين، المتعالي عن الأنداد والأضداد، فكل معاني العلو ثابتة لك ذاتًا وقهرًا وشأنًا.,hadiths,أسماء الله الحسنى #حكمة,false,2025-03-06,2025-03-17,e2841233-397e-4ade-9351-0c71de3aebd4,,
08a3b7d4-49d2-4214-9348-e5a844dbb1aa,"الومضة رقم 182: التعصب للحق
قد يكون المتعصب للحق مذموما على تعصبه فيما لو اقترن بالجهل ..لأن المتعصب الجاهل قد يخطئ سلوك السبيل الشرعي في الترويج لحقه ، وبالتالي قد يسيء للفكرة نفسها بدلا من ترويجها ، ولكنه يبقى ( ممدوحا ) على شدة ( تعلّقه ) بالحق الذي أصابه في أصله ، وإن أخطأ في تعصبه ، ومن هنا لزم تنبيهه ليعمل على وفق الحق الذي آمن به وتعصّب له ..وقد روي عن أمير المؤمنين أنه قال : { فليس من طلب الحق فأخطأه ، كمن طلب الباطل فأدركه } البحار- ج33ص434 .",thoughts,الومضات #صبر,false,2025-03-06,2025-05-04,e2841233-397e-4ade-9351-0c71de3aebd4,,
08b0978e-2acd-4a11-b125-5ebaefa466ab,﴿لَهُ مُعَقِّباتٌ مِن بَينِ يَدَيهِ وَمِن خَلفِهِ يَحفَظونَهُ مِن أَمرِ اللَّهِ إِنَّ اللَّهَ لا يُغَيِّرُ ما بِقَومٍ حَتّى يُغَيِّروا ما بِأَنفُسِهِم وَإِذا أَرادَ اللَّهُ بِقَومٍ سوءًا فَلا مَرَدَّ لَهُوَما لَهُم مِن دونِهِ مِن والٍ﴾ [الرعد: ١١],verses,القرآن الكريم #أمل,false,2025-03-06,2025-08-04,e2841233-397e-4ade-9351-0c71de3aebd4,,
08b4478d-9d49-40c0-9f50-afac748faa5d,"الومضة رقم 442: الوصية بالثلث
إن من الملفت حقاً عدم استغلال العبد لما أعطاه الحق المتعال من حق الوصية (بالثلث ) في الأموال ، والحال أنه أحوج ما يكون للدرهم بعد وفاته ، رداً لمظلمة أو كسباً لدرجة ..ولو أذن للميت أن يتصرف في كل ما لديه في عالم الوجود - تصرفاً بأمواله ، وفداء بأولاده وذويه - لفعل ذلك ، كما ورد مضمونه في قوله تعالى: { يود المجرم لو يفتدي من عذاب يومئذ ببنيه وصاحبته وأخيه وفصيلته التي تؤويه ومن في الأرض جميعاً ثم ينجيه }..فكم تعظُم حسرته عندما يرى أنه كان ( مأذوناً ) بذلك ، ولكنه ( آثـر ) من هو مستغنٍ من الأحياء على نفسه ، وهو مفتقر أشد الافتقار إلى ما كان داخلاً في ملكه ، بعد أن أفنى عمره في جمعه ؟!..والقرآن الكريم يذكر هذه الحالة بتعبير بليغ : { ولقد تركتم ما خولناكم وراء ظهوركم } .",thoughts,الومضات #أمل # إيمان # حب,false,2025-03-06,2025-07-13,e2841233-397e-4ade-9351-0c71de3aebd4,,
